,,,,,,Opening balance,70,Field capacity,70,Stress point,28,Wilting point,0
17/05/1990,0,1.331,5,1990,1.331,2909.29,,,,,,,
18/05/1990,0,0.698,5,1990,0.698,2908.592,,,,,,,
19/05/1990,2.2,0.557,5,1990,0.557,2910.235,,,,,,,
20/05/1990,12.2,0,5,1990,0,2922.435,,,,,,,
21/05/1990,4.5,0.726,5,1990,0.726,2926.209,,,,,,,
22/05/1990,0,1.001,5,1990,1.001,2925.208,,,,,,,
23/05/1990,0,0.9,5,1990,0.9,2924.308,,,,,,,
24/05/1990,24.9,0.042,5,1990,0.042,2949.166,,,,,,,
25/05/1990,0,1.459,5,1990,1.459,2947.707,,,,,,,
26/05/1990,0,1.064,5,1990,1.064,2946.643,,,,,,,
27/05/1990,1.3,0.785,5,1990,0.785,2947.158,,,,,,,
28/05/1990,0,0.262,5,1990,0.262,2946.896,,,,,,,
29/05/1990,0,1.002,5,1990,1.002,2945.894,,,,,,,
30/05/1990,0,0.871,5,1990,0.871,2945.023,,,,,,,
31/05/1990,0,0.627,5,1990,0.627,2944.396,,,,,,,
1/06/1990,2.6,0.411,6,1990,0.411,2946.585,,,,,,,
2/06/1990,7,0.841,6,1990,0.841,2952.744,,,,,,,
3/06/1990,3.2,1.276,6,1990,1.276,2954.668,,,,,,,
4/06/1990,1.2,0.53,6,1990,0.53,2955.338,,,,,,,
5/06/1990,13.3,1.049,6,1990,1.049,2967.589,,,,,,,
6/06/1990,3.2,0.038,6,1990,0.038,2970.751,,,,,,,
7/06/1990,0,0.641,6,1990,0.641,2970.11,,,,,,,
8/06/1990,1.2,0.51,6,1990,0.51,2970.8,,,,,,,
9/06/1990,2,0.37,6,1990,0.37,2972.43,,,,,,,
10/06/1990,0,0.841,6,1990,0.841,2971.589,,,,,,,
11/06/1990,0,0,6,1990,0,2971.589,,,,,,,
12/06/1990,0,0,6,1990,0,2971.589,,,,,,,
13/06/1990,0,0.144,6,1990,0.144,2971.445,,,,,,,
14/06/1990,2.4,0.58,6,1990,0.58,2973.265,,,,,,,
15/06/1990,1.1,0.557,6,1990,0.557,2973.808,,,,,,,
16/06/1990,0,0.811,6,1990,0.811,2972.997,,,,,,,
17/06/1990,0,0.874,6,1990,0.874,2972.123,,,,,,,
18/06/1990,0,1.092,6,1990,1.092,2971.031,,,,,,,
19/06/1990,37.4,0,6,1990,0,3008.431,,,,,,,
20/06/1990,3,0.074,6,1990,0.074,3011.357,,,,,,,
21/06/1990,2.2,0.187,6,1990,0.187,3013.37,,,,,,,
22/06/1990,9.3,0.122,6,1990,0.122,3022.548,,,,,,,
23/06/1990,0,0.507,6,1990,0.507,3022.041,,,,,,,
24/06/1990,0,1.128,6,1990,1.128,3020.913,,,,,,,
25/06/1990,0,1.017,6,1990,1.017,3019.896,,,,,,,
26/06/1990,1.7,0.961,6,1990,0.961,3020.635,,,,,,,
27/06/1990,5.6,0,6,1990,0,3026.235,,,,,,,
28/06/1990,0,0.953,6,1990,0.953,3025.282,,,,,,,
29/06/1990,5,0.273,6,1990,0.273,3030.009,,,,,,,
30/06/1990,1.3,0.61,6,1990,0.61,3030.699,,,,,,,
1/07/1990,0,0.686,7,1990,0.686,3030.013,,,,,,,
2/07/1990,0,0.977,7,1990,0.977,3029.036,,,,,,,
3/07/1990,17.8,0,7,1990,0,3046.836,,,,,,,
4/07/1990,11.1,0.118,7,1990,0.118,3057.818,,,,,,,
5/07/1990,1.3,0.641,7,1990,0.641,3058.477,,,,,,,
6/07/1990,0,1.016,7,1990,1.016,3057.461,,,,,,,
7/07/1990,7.4,0,7,1990,0,3064.861,,,,,,,
8/07/1990,2.6,0.917,7,1990,0.917,3066.544,,,,,,,
9/07/1990,8.4,0.695,7,1990,0.695,3074.249,,,,,,,
10/07/1990,3.3,0.534,7,1990,0.534,3077.015,,,,,,,
11/07/1990,1.1,1.014,7,1990,1.014,3077.101,,,,,,,
12/07/1990,16.5,0.837,7,1990,0.837,3092.764,,,,,,,
13/07/1990,1.7,0.443,7,1990,0.443,3094.021,,,,,,,
14/07/1990,0,0.357,7,1990,0.357,3093.664,,,,,,,
15/07/1990,0,0.8,7,1990,0.8,3092.864,,,,,,,
16/07/1990,2.3,0.855,7,1990,0.855,3094.309,,,,,,,
17/07/1990,0,0.403,7,1990,0.403,3093.906,,,,,,,
18/07/1990,3.9,0.222,7,1990,0.222,3097.584,,,,,,,
19/07/1990,0,0.98,7,1990,0.98,3096.604,,,,,,,
20/07/1990,0,1.276,7,1990,1.276,3095.328,,,,,,,
21/07/1990,0,0.201,7,1990,0.201,3095.127,,,,,,,
22/07/1990,5.6,1.252,7,1990,1.252,3099.475,,,,,,,
23/07/1990,8.2,0.022,7,1990,0.022,3107.653,,,,,,,
24/07/1990,0,1.008,7,1990,1.008,3106.645,,,,,,,
25/07/1990,0,1.064,7,1990,1.064,3105.581,,,,,,,
26/07/1990,4.8,0.077,7,1990,0.077,3110.304,,,,,,,
27/07/1990,5,1.081,7,1990,1.081,3114.223,,,,,,,
28/07/1990,14.3,0.842,7,1990,0.842,3127.681,,,,,,,
29/07/1990,3.7,0.128,7,1990,0.128,3131.253,,,,,,,
30/07/1990,0,0.723,7,1990,0.723,3130.53,,,,,,,
31/07/1990,0,1.268,7,1990,1.268,3129.262,,,,,,,
1/08/1990,0,1.461,8,1990,1.461,3127.801,,,,,,,
2/08/1990,0,0.657,8,1990,0.657,3127.144,,,,,,,
3/08/1990,0,0.533,8,1990,0.533,3126.611,,,,,,,
4/08/1990,3,0.126,8,1990,0.126,3129.485,,,,,,,
5/08/1990,8.9,0.249,8,1990,0.249,3138.136,,,,,,,
6/08/1990,13.8,0.607,8,1990,0.607,3151.329,,,,,,,
7/08/1990,9.6,0.482,8,1990,0.482,3160.447,,,,,,,
8/08/1990,0,1.352,8,1990,1.352,3159.095,,,,,,,
9/08/1990,0,1.035,8,1990,1.035,3158.06,,,,,,,
10/08/1990,2.9,0.318,8,1990,0.318,3160.642,,,,,,,
11/08/1990,15.6,0.003,8,1990,0.003,3176.239,,,,,,,
12/08/1990,8.1,0.86,8,1990,0.86,3183.479,,,,,,,
13/08/1990,8.6,1.238,8,1990,1.238,3190.841,,,,,,,
14/08/1990,17.9,0.499,8,1990,0.499,3208.242,,,,,,,
15/08/1990,2,1.147,8,1990,1.147,3209.095,,,,,,,
16/08/1990,14.2,0.955,8,1990,0.955,3222.34,,,,,,,
17/08/1990,2.2,1.379,8,1990,1.379,3223.161,,,,,,,
18/08/1990,21.3,0.639,8,1990,0.639,3243.822,,,,,,,
19/08/1990,0,1.14,8,1990,1.14,3242.682,,,,,,,
20/08/1990,0,1.041,8,1990,1.041,3241.641,,,,,,,
21/08/1990,0,2.067,8,1990,2.067,3239.574,,,,,,,
22/08/1990,11.9,1.078,8,1990,1.078,3250.396,,,,,,,
23/08/1990,0,1.459,8,1990,1.459,3248.937,,,,,,,
24/08/1990,4.6,0.851,8,1990,0.851,3252.686,,,,,,,
25/08/1990,5.4,0.928,8,1990,0.928,3257.158,,,,,,,
26/08/1990,2.5,1.143,8,1990,1.143,3258.515,,,,,,,
27/08/1990,1.6,1.424,8,1990,1.424,3258.691,,,,,,,
28/08/1990,0,2.319,8,1990,2.319,3256.372,,,,,,,
29/08/1990,0,2.242,8,1990,2.242,3254.13,,,,,,,
30/08/1990,0,2.424,8,1990,2.424,3251.706,,,,,,,
31/08/1990,0,1.718,8,1990,1.718,3249.988,,,,,,,
1/09/1990,0,1.586,9,1990,1.586,3248.402,,,,,,,
2/09/1990,1.2,0.753,9,1990,0.753,3248.849,,,,,,,
3/09/1990,7.8,0.971,9,1990,0.971,3255.678,,,,,,,
4/09/1990,4.5,1.487,9,1990,1.487,3258.691,,,,,,,
5/09/1990,6.8,0.421,9,1990,0.421,3265.07,,,,,,,
6/09/1990,2.8,2.03,9,1990,2.03,3265.84,,,,,,,
7/09/1990,2.2,2.201,9,1990,2.201,3265.839,,,,,,,
8/09/1990,4.1,1.989,9,1990,1.989,3267.95,,,,,,,
9/09/1990,0,1.91,9,1990,1.91,3266.04,,,,,,,
10/09/1990,0,1.89,9,1990,1.89,3264.15,,,,,,,
11/09/1990,0,1.542,9,1990,1.542,3262.608,,,,,,,
12/09/1990,0,2.043,9,1990,2.043,3260.565,,,,,,,
13/09/1990,0,1.411,9,1990,1.411,3259.154,,,,,,,
14/09/1990,0,1.568,9,1990,1.568,3257.586,,,,,,,
15/09/1990,0,1.853,9,1990,1.853,3255.733,,,,,,,
16/09/1990,0,2.352,9,1990,2.352,3253.381,,,,,,,
17/09/1990,0,2.488,9,1990,2.488,3250.893,,,,,,,
18/09/1990,0,2.356,9,1990,2.356,3248.537,,,,,,,
19/09/1990,0,2.483,9,1990,2.483,3246.054,,,,,,,
20/09/1990,0,2.359,9,1990,2.359,3243.695,,,,,,,
21/09/1990,0,1.806,9,1990,1.806,3241.889,,,,,,,
22/09/1990,0,1.051,9,1990,1.051,3240.838,,,,,,,
23/09/1990,0,2.107,9,1990,2.107,3238.731,,,,,,,
24/09/1990,2,1.975,9,1990,1.975,3238.756,,,,,,,
25/09/1990,0,2.844,9,1990,2.844,3235.912,,,,,,,
26/09/1990,0,2.94,9,1990,2.94,3232.972,,,,,,,
27/09/1990,0,3.384,9,1990,3.384,3229.588,,,,,,,
28/09/1990,0,1.005,9,1990,1.005,3228.583,,,,,,,
29/09/1990,23.4,0.569,9,1990,0.569,3251.414,,,,,,,
30/09/1990,2,0.819,9,1990,0.819,3252.595,,,,,,,
1/10/1990,0,0.953,10,1990,0.953,3251.642,,,,,,,
2/10/1990,0,3.073,10,1990,3.073,3248.569,,,,,,,
3/10/1990,0,3.413,10,1990,3.413,3245.156,,,,,,,
4/10/1990,0,2.952,10,1990,2.952,3242.204,,,,,,,
5/10/1990,0,2.673,10,1990,2.673,3239.531,,,,,,,
6/10/1990,12.2,2.515,10,1990,2.515,3249.216,,,,,,,
7/10/1990,1.9,3.388,10,1990,3.388,3247.728,,,,,,,
8/10/1990,0,3.755,10,1990,3.755,3243.973,,,,,,,
9/10/1990,0,3.438,10,1990,3.438,3240.535,,,,,,,
10/10/1990,0,2.468,10,1990,2.468,3238.067,,,,,,,
11/10/1990,10.3,1.879,10,1990,1.879,3246.488,,,,,,,
12/10/1990,5.9,1.821,10,1990,1.821,3250.567,,,,,,,
13/10/1990,0,4.051,10,1990,4.051,3246.516,,,,,,,
14/10/1990,7.2,1.937,10,1990,1.937,3251.779,,,,,,,
15/10/1990,11.3,3.065,10,1990,3.065,3260.014,,,,,,,
16/10/1990,16.1,1.644,10,1990,1.644,3274.47,,,,,,,
17/10/1990,0,3.273,10,1990,3.273,3271.197,,,,,,,
18/10/1990,2.3,2.208,10,1990,2.208,3271.289,,,,,,,
19/10/1990,0,3.083,10,1990,3.083,3268.206,,,,,,,
20/10/1990,0,3.906,10,1990,3.906,3264.3,,,,,,,
21/10/1990,1.3,2.758,10,1990,2.758,3262.842,,,,,,,
22/10/1990,0,3.639,10,1990,3.639,3259.203,,,,,,,
23/10/1990,0,2.52,10,1990,2.52,3256.683,,,,,,,
24/10/1990,0,2.648,10,1990,2.648,3254.035,,,,,,,
25/10/1990,0,1.519,10,1990,1.519,3252.516,,,,,,,
26/10/1990,0,4.151,10,1990,4.151,3248.365,,,,,,,
27/10/1990,1.3,2.501,10,1990,2.501,3247.164,,,,,,,
28/10/1990,0,2.446,10,1990,2.446,3244.718,,,,,,,
29/10/1990,0,4.129,10,1990,4.129,3240.589,,,,,,,
30/10/1990,8.3,4.328,10,1990,4.328,3244.561,,,,,,,
31/10/1990,4.7,2.703,10,1990,2.703,3246.558,,,,,,,
1/11/1990,0,4.869,11,1990,4.869,3241.689,,,,,,,
2/11/1990,0,4.436,11,1990,4.436,3237.253,,,,,,,
3/11/1990,0,3.36,11,1990,3.36,3233.893,,,,,,,
4/11/1990,2.3,1.827,11,1990,1.827,3234.366,,,,,,,
5/11/1990,0,4.792,11,1990,4.792,3229.574,,,,,,,
6/11/1990,0,4.621,11,1990,4.621,3224.953,,,,,,,
7/11/1990,0,4.955,11,1990,4.955,3219.998,,,,,,,
8/11/1990,0,4.702,11,1990,4.702,3215.296,,,,,,,
9/11/1990,0,4.087,11,1990,4.087,3211.209,,,,,,,
10/11/1990,0,4.253,11,1990,4.253,3206.956,,,,,,,
11/11/1990,1.9,2.193,11,1990,2.193,3206.663,,,,,,,
12/11/1990,40.4,1.012,11,1990,1.012,3246.051,,,,,,,
13/11/1990,1.2,2.029,11,1990,2.029,3245.222,,,,,,,
14/11/1990,6.6,2.73,11,1990,2.73,3249.092,,,,,,,
15/11/1990,0,4.532,11,1990,4.532,3244.56,,,,,,,
16/11/1990,0,5.329,11,1990,5.329,3239.231,,,,,,,
17/11/1990,0,2.538,11,1990,2.538,3236.693,,,,,,,
18/11/1990,6.9,2.152,11,1990,2.152,3241.441,,,,,,,
19/11/1990,6.4,4.193,11,1990,4.193,3243.648,,,,,,,
20/11/1990,28.3,2.789,11,1990,2.789,3269.159,,,,,,,
21/11/1990,8,3.106,11,1990,3.106,3274.053,,,,,,,
22/11/1990,5,3.862,11,1990,3.862,3275.191,,,,,,,
23/11/1990,0,3.327,11,1990,3.327,3271.864,,,,,,,
24/11/1990,21.3,1.629,11,1990,1.629,3291.535,,,,,,,
25/11/1990,5.9,2.662,11,1990,2.662,3294.773,,,,,,,
26/11/1990,13.8,4.884,11,1990,4.884,3303.689,,,,,,,
27/11/1990,3.7,4.945,11,1990,4.945,3302.444,,,,,,,
28/11/1990,0,2.975,11,1990,2.975,3299.469,,,,,,,
29/11/1990,0,4.141,11,1990,4.141,3295.328,,,,,,,
30/11/1990,0,4.2,11,1990,4.2,3291.128,,,,,,,
1/12/1990,0,5.794,12,1990,5.794,3285.334,,,,,,,
2/12/1990,0,4.404,12,1990,4.404,3280.93,,,,,,,
3/12/1990,0,4.76,12,1990,4.76,3276.17,,,,,,,
4/12/1990,0,4.5,12,1990,4.5,3271.67,,,,,,,
5/12/1990,0,5.765,12,1990,5.765,3265.905,,,,,,,
6/12/1990,0,4.321,12,1990,4.321,3261.584,,,,,,,
7/12/1990,0,2.081,12,1990,2.081,3259.503,,,,,,,
8/12/1990,0,5.159,12,1990,5.159,3254.344,,,,,,,
9/12/1990,0,5.132,12,1990,5.132,3249.212,,,,,,,
10/12/1990,0,5.237,12,1990,5.237,3243.975,,,,,,,
11/12/1990,0,3.408,12,1990,3.408,3240.567,,,,,,,
12/12/1990,3.3,2.722,12,1990,2.722,3241.145,,,,,,,
13/12/1990,3.3,5.409,12,1990,5.409,3239.036,,,,,,,
14/12/1990,0,4.125,12,1990,4.125,3234.911,,,,,,,
15/12/1990,3.1,5.631,12,1990,5.631,3232.38,,,,,,,
16/12/1990,0,3.856,12,1990,3.856,3228.524,,,,,,,
17/12/1990,0,4.846,12,1990,4.846,3223.678,,,,,,,
18/12/1990,0,5.344,12,1990,5.344,3218.334,,,,,,,
19/12/1990,9.2,1.276,12,1990,1.276,3226.258,,,,,,,
20/12/1990,0,3.96,12,1990,3.96,3222.298,,,,,,,
21/12/1990,0,4.538,12,1990,4.538,3217.76,,,,,,,
22/12/1990,0,4.415,12,1990,4.415,3213.345,,,,,,,
23/12/1990,5.6,3.959,12,1990,3.959,3214.986,,,,,,,
24/12/1990,0,6.071,12,1990,6.071,3208.915,,,,,,,
25/12/1990,2.5,2.459,12,1990,2.459,3208.956,,,,,,,
26/12/1990,0,6.076,12,1990,6.076,3202.88,,,,,,,
27/12/1990,1.8,6.014,12,1990,6.014,3198.666,,,,,,,
28/12/1990,0,5.057,12,1990,5.057,3193.609,,,,,,,
29/12/1990,0,4.043,12,1990,4.043,3189.566,,,,,,,
30/12/1990,0,4.472,12,1990,4.472,3185.094,,,,,,,
31/12/1990,0,5.656,12,1990,5.656,3179.438,,,,,,,
1/01/1991,6.1,5.592,1,1991,5.592,3179.946,,,,,,,
2/01/1991,5.3,2.974,1,1991,2.974,3182.272,,,,,,,
3/01/1991,0,5.066,1,1991,5.066,3177.206,,,,,,,
4/01/1991,0,3.956,1,1991,3.956,3173.25,,,,,,,
5/01/1991,0,4.242,1,1991,4.242,3169.008,,,,,,,
6/01/1991,0,6.099,1,1991,6.099,3162.909,,,,,,,
7/01/1991,2.3,2.84,1,1991,2.84,3162.369,,,,,,,
8/01/1991,1.5,5.537,1,1991,5.537,3158.332,,,,,,,
9/01/1991,0,4.837,1,1991,4.837,3153.495,,,,,,,
10/01/1991,0,5.373,1,1991,5.373,3148.122,,,,,,,
11/01/1991,0,5.698,1,1991,5.698,3142.424,,,,,,,
12/01/1991,0,5.172,1,1991,5.172,3137.252,,,,,,,
13/01/1991,0,3.644,1,1991,3.644,3133.608,,,,,,,
14/01/1991,0,4.231,1,1991,4.231,3129.377,,,,,,,
15/01/1991,0,3.086,1,1991,3.086,3126.291,,,,,,,
16/01/1991,27.3,0.261,1,1991,0.261,3153.33,,,,,,,
17/01/1991,0,2.013,1,1991,2.013,3151.317,,,,,,,
18/01/1991,0,3.567,1,1991,3.567,3147.75,,,,,,,
19/01/1991,0,3.666,1,1991,3.666,3144.084,,,,,,,
20/01/1991,0,3.604,1,1991,3.604,3140.48,,,,,,,
21/01/1991,0,3.4,1,1991,3.4,3137.08,,,,,,,
22/01/1991,0,5.275,1,1991,5.275,3131.805,,,,,,,
23/01/1991,0,5.287,1,1991,5.287,3126.518,,,,,,,
24/01/1991,51.3,1.475,1,1991,1.475,3176.343,,,,,,,
25/01/1991,0,3.854,1,1991,3.854,3172.489,,,,,,,
26/01/1991,0,2.847,1,1991,2.847,3169.642,,,,,,,
27/01/1991,0,3.53,1,1991,3.53,3166.112,,,,,,,
28/01/1991,4.7,5.323,1,1991,5.323,3165.489,,,,,,,
29/01/1991,12.3,1.324,1,1991,1.324,3176.465,,,,,,,
30/01/1991,4.7,3.316,1,1991,3.316,3177.849,,,,,,,
31/01/1991,0,5.088,1,1991,5.088,3172.761,,,,,,,
1/02/1991,10.1,3.979,2,1991,3.979,3178.882,,,,,,,
2/02/1991,2,4.262,2,1991,4.262,3176.62,,,,,,,
3/02/1991,0,4.937,2,1991,4.937,3171.683,,,,,,,
4/02/1991,0,3.562,2,1991,3.562,3168.121,,,,,,,
5/02/1991,0,4.995,2,1991,4.995,3163.126,,,,,,,
6/02/1991,1.1,4.018,2,1991,4.018,3160.208,,,,,,,
7/02/1991,0,5.073,2,1991,5.073,3155.135,,,,,,,
8/02/1991,0,5.333,2,1991,5.333,3149.802,,,,,,,
9/02/1991,0,4.847,2,1991,4.847,3144.955,,,,,,,
10/02/1991,0,4.743,2,1991,4.743,3140.212,,,,,,,
11/02/1991,0,2.475,2,1991,2.475,3137.737,,,,,,,
12/02/1991,0,3.736,2,1991,3.736,3134.001,,,,,,,
13/02/1991,0,3.536,2,1991,3.536,3130.465,,,,,,,
14/02/1991,0,4.18,2,1991,4.18,3126.285,,,,,,,
15/02/1991,0,4.368,2,1991,4.368,3121.917,,,,,,,
16/02/1991,6.5,2.619,2,1991,2.619,3125.798,,,,,,,
17/02/1991,34,0.538,2,1991,0.538,3159.26,,,,,,,
18/02/1991,3.7,4.88,2,1991,4.88,3158.08,,,,,,,
19/02/1991,8,0.6,2,1991,0.6,3165.48,,,,,,,
20/02/1991,0,4.642,2,1991,4.642,3160.838,,,,,,,
21/02/1991,0,4.791,2,1991,4.791,3156.047,,,,,,,
22/02/1991,0,4.357,2,1991,4.357,3151.69,,,,,,,
23/02/1991,0,3.229,2,1991,3.229,3148.461,,,,,,,
24/02/1991,1.1,2.615,2,1991,2.615,3146.946,,,,,,,
25/02/1991,0,3.155,2,1991,3.155,3143.791,,,,,,,
26/02/1991,1.2,3.883,2,1991,3.883,3141.108,,,,,,,
27/02/1991,0,2.313,2,1991,2.313,3138.795,,,,,,,
28/02/1991,8.7,2.033,2,1991,2.033,3145.462,,,,,,,
1/03/1991,0,0.86,3,1991,0.86,3144.602,,,,,,,
2/03/1991,6.5,3.071,3,1991,3.071,3148.031,,,,,,,
3/03/1991,3.6,2.347,3,1991,2.347,3149.284,,,,,,,
4/03/1991,0,3.49,3,1991,3.49,3145.794,,,,,,,
5/03/1991,0,3.67,3,1991,3.67,3142.124,,,,,,,
6/03/1991,0,3.706,3,1991,3.706,3138.418,,,,,,,
7/03/1991,0,2.433,3,1991,2.433,3135.985,,,,,,,
8/03/1991,0,3.757,3,1991,3.757,3132.228,,,,,,,
9/03/1991,0,4.077,3,1991,4.077,3128.151,,,,,,,
10/03/1991,0,3.746,3,1991,3.746,3124.405,,,,,,,
11/03/1991,0,3.703,3,1991,3.703,3120.702,,,,,,,
12/03/1991,0,3.76,3,1991,3.76,3116.942,,,,,,,
13/03/1991,2,2.301,3,1991,2.301,3116.641,,,,,,,
14/03/1991,8.3,2.094,3,1991,2.094,3122.847,,,,,,,
15/03/1991,0,0.923,3,1991,0.923,3121.924,,,,,,,
16/03/1991,0,4.049,3,1991,4.049,3117.875,,,,,,,
17/03/1991,0,3.526,3,1991,3.526,3114.349,,,,,,,
18/03/1991,0,3.452,3,1991,3.452,3110.897,,,,,,,
19/03/1991,0,3.053,3,1991,3.053,3107.844,,,,,,,
20/03/1991,0,3.904,3,1991,3.904,3103.94,,,,,,,
21/03/1991,0,3.467,3,1991,3.467,3100.473,,,,,,,
22/03/1991,0,3.414,3,1991,3.414,3097.059,,,,,,,
23/03/1991,2.9,3.501,3,1991,3.501,3096.458,,,,,,,
24/03/1991,0,0.951,3,1991,0.951,3095.507,,,,,,,
25/03/1991,0,2.807,3,1991,2.807,3092.7,,,,,,,
26/03/1991,2.4,0.536,3,1991,0.536,3094.564,,,,,,,
27/03/1991,0,1.963,3,1991,1.963,3092.601,,,,,,,
28/03/1991,0,3.025,3,1991,3.025,3089.576,,,,,,,
29/03/1991,1.7,2.944,3,1991,2.944,3088.332,,,,,,,
30/03/1991,0,2.79,3,1991,2.79,3085.542,,,,,,,
31/03/1991,0,2.026,3,1991,2.026,3083.516,,,,,,,
1/04/1991,0,1.875,4,1991,1.875,3081.641,,,,,,,
2/04/1991,0,3.05,4,1991,3.05,3078.591,,,,,,,
3/04/1991,25.7,0,4,1991,0,3104.291,,,,,,,
4/04/1991,3.6,2.425,4,1991,2.425,3105.466,,,,,,,
5/04/1991,6.4,2.872,4,1991,2.872,3108.994,,,,,,,
6/04/1991,0,2.469,4,1991,2.469,3106.525,,,,,,,
7/04/1991,2.4,2.38,4,1991,2.38,3106.545,,,,,,,
8/04/1991,18.4,1.586,4,1991,1.586,3123.359,,,,,,,
9/04/1991,7.6,0.486,4,1991,0.486,3130.473,,,,,,,
10/04/1991,17.9,0,4,1991,0,3148.373,,,,,,,
11/04/1991,1.5,2.232,4,1991,2.232,3147.641,,,,,,,
12/04/1991,0,1.567,4,1991,1.567,3146.074,,,,,,,
13/04/1991,0,2.606,4,1991,2.606,3143.468,,,,,,,
14/04/1991,0,2.696,4,1991,2.696,3140.772,,,,,,,
15/04/1991,0,1.473,4,1991,1.473,3139.299,,,,,,,
16/04/1991,11.3,2.476,4,1991,2.476,3148.123,,,,,,,
17/04/1991,8.8,0.477,4,1991,0.477,3156.446,,,,,,,
18/04/1991,3.6,2.267,4,1991,2.267,3157.779,,,,,,,
19/04/1991,0,1.794,4,1991,1.794,3155.985,,,,,,,
20/04/1991,7.9,2.103,4,1991,2.103,3161.782,,,,,,,
21/04/1991,0,2.251,4,1991,2.251,3159.531,,,,,,,
22/04/1991,9.6,1.391,4,1991,1.391,3167.74,,,,,,,
23/04/1991,11.8,0.786,4,1991,0.786,3178.754,,,,,,,
24/04/1991,16.6,0.334,4,1991,0.334,3195.02,,,,,,,
25/04/1991,4.1,2.112,4,1991,2.112,3197.008,,,,,,,
26/04/1991,0,1.631,4,1991,1.631,3195.377,,,,,,,
27/04/1991,9.3,1.404,4,1991,1.404,3203.273,,,,,,,
28/04/1991,9.9,0,4,1991,0,3213.173,,,,,,,
29/04/1991,5.5,1.679,4,1991,1.679,3216.994,,,,,,,
30/04/1991,15.6,0.003,4,1991,0.003,3232.591,,,,,,,
1/05/1991,0,0.38,5,1991,0.38,3232.211,,,,,,,
2/05/1991,0,1.845,5,1991,1.845,3230.366,,,,,,,
3/05/1991,19.6,1.685,5,1991,1.685,3248.281,,,,,,,
4/05/1991,1.6,1.167,5,1991,1.167,3248.714,,,,,,,
5/05/1991,0,1.159,5,1991,1.159,3247.555,,,,,,,
6/05/1991,0,0.814,5,1991,0.814,3246.741,,,,,,,
7/05/1991,0,0.982,5,1991,0.982,3245.759,,,,,,,
8/05/1991,1.3,0.806,5,1991,0.806,3246.253,,,,,,,
9/05/1991,0,1.383,5,1991,1.383,3244.87,,,,,,,
10/05/1991,0,0.94,5,1991,0.94,3243.93,,,,,,,
11/05/1991,0,1.254,5,1991,1.254,3242.676,,,,,,,
12/05/1991,0,1.711,5,1991,1.711,3240.965,,,,,,,
13/05/1991,0,1.099,5,1991,1.099,3239.866,,,,,,,
14/05/1991,0,1.596,5,1991,1.596,3238.27,,,,,,,
15/05/1991,0,1.369,5,1991,1.369,3236.901,,,,,,,
16/05/1991,2.8,1.064,5,1991,1.064,3238.637,,,,,,,
17/05/1991,4.1,0.806,5,1991,0.806,3241.931,,,,,,,
18/05/1991,0,1.3,5,1991,1.3,3240.631,,,,,,,
19/05/1991,0,1.007,5,1991,1.007,3239.624,,,,,,,
20/05/1991,0,1.187,5,1991,1.187,3238.437,,,,,,,
21/05/1991,0,0.922,5,1991,0.922,3237.515,,,,,,,
22/05/1991,0,0.973,5,1991,0.973,3236.542,,,,,,,
23/05/1991,0,0.403,5,1991,0.403,3236.139,,,,,,,
24/05/1991,0,0.678,5,1991,0.678,3235.461,,,,,,,
25/05/1991,0,1.165,5,1991,1.165,3234.296,,,,,,,
26/05/1991,0,0.561,5,1991,0.561,3233.735,,,,,,,
27/05/1991,6.5,0.259,5,1991,0.259,3239.976,,,,,,,
28/05/1991,4.3,0.766,5,1991,0.766,3243.51,,,,,,,
29/05/1991,1.3,0.389,5,1991,0.389,3244.421,,,,,,,
30/05/1991,1.3,0.721,5,1991,0.721,3245,,,,,,,
31/05/1991,0,0.816,5,1991,0.816,3244.184,,,,,,,
1/06/1991,5.2,0.333,6,1991,0.333,3249.051,,,,,,,
2/06/1991,0,0.974,6,1991,0.974,3248.077,,,,,,,
3/06/1991,0,0.835,6,1991,0.835,3247.242,,,,,,,
4/06/1991,0,0.11,6,1991,0.11,3247.132,,,,,,,
5/06/1991,5.6,0.928,6,1991,0.928,3251.804,,,,,,,
6/06/1991,0,0.745,6,1991,0.745,3251.059,,,,,,,
7/06/1991,1.5,0.422,6,1991,0.422,3252.137,,,,,,,
8/06/1991,2.2,0.477,6,1991,0.477,3253.86,,,,,,,
9/06/1991,5.2,0.56,6,1991,0.56,3258.5,,,,,,,
10/06/1991,0,0.305,6,1991,0.305,3258.195,,,,,,,
11/06/1991,0,0.583,6,1991,0.583,3257.612,,,,,,,
12/06/1991,0,0.393,6,1991,0.393,3257.219,,,,,,,
13/06/1991,0,0.707,6,1991,0.707,3256.512,,,,,,,
14/06/1991,0,0.431,6,1991,0.431,3256.081,,,,,,,
15/06/1991,7.3,0.189,6,1991,0.189,3263.192,,,,,,,
16/06/1991,0,0.981,6,1991,0.981,3262.211,,,,,,,
17/06/1991,6.8,0.213,6,1991,0.213,3268.798,,,,,,,
18/06/1991,5,0.209,6,1991,0.209,3273.589,,,,,,,
19/06/1991,3.9,0.729,6,1991,0.729,3276.76,,,,,,,
20/06/1991,0,0.477,6,1991,0.477,3276.283,,,,,,,
21/06/1991,0,0.977,6,1991,0.977,3275.306,,,,,,,
22/06/1991,3.3,0.166,6,1991,0.166,3278.44,,,,,,,
